Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
258,17.0,0.0,0.0,79.0,3.0,27.0,10726.0,0.0,185.00600000000003,0.0,0.0,1657.2762932777405,,,,,,,,,,,,,,,,,,,,,64.03037159723291,57.53317496052712,169.41191885732025,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,17.0,0.0,0.0,99.0,4.0,20.0,10746.0,0.0,195.0020000001,0.0,0.0,1658.9392750263214,,,,,,,,,,,,,,,,,,,,,93.48841362444587,54.69043344721145,178.0851689648594,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,17.0,0.0,0.0,146.0,5.0,47.0,10793.0,0.0,430.00200000009994,0.0,0.0,1662.3699922561646,,,,,,,,,,,,,,,,,,,,,175.83998129161102,109.98361326678099,350.86586746771997,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,17.0,0.0,0.0,198.0,6.0,52.0,10845.0,0.0,410.0030000000999,0.0,0.0,1666.4400675296783,,,,,,,,,,,,,,,,,,,,,175.7348681962393,86.80471231466589,321.8392611495509,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,17.0,0.0,0.0,215.0,7.0,17.0,10862.0,0.0,115.00300000010002,0.0,0.0,1667.8429427146912,,,,,,,,,,,,,,,,,,,,,41.42619559955633,37.496621285653646,109.0510573213893,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,17.0,0.0,0.0,235.0,8.0,20.0,10882.0,0.0,155.0020000001,0.0,0.0,1669.4501795768738,,,,,,,,,,,,,,,,,,,,,61.431986816604955,48.33718350365623,144.15717438058485,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,17.0,0.0,0.0,256.0,9.0,21.0,10903.0,0.0,170.0020000001,0.0,0.0,1671.049530506134,,,,,,,,,,,,,,,,,,,,,69.31554540102097,52.26829741074046,157.0158944099854,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,17.0,0.0,0.0,339.0,10.0,83.0,10986.0,0.0,625.0130000000997,0.0,0.0,1676.9214272499084,,,,,,,,,,,,,,,,,,,,,227.58301800571394,121.35934212610928,440.5243384397549,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,17.0,0.0,0.0,393.0,11.0,54.0,11040.0,0.0,470.00200000009994,0.0,0.0,1680.8824622631073,,,,,,,,,,,,,,,,,,,,,183.21776965085752,116.5903093600108,374.81252968549177,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,17.0,0.0,0.0,412.0,12.0,19.0,11059.0,0.0,120.00400000010002,0.0,0.0,1682.4076986312866,,,,,,,,,,,,,,,,,,,,,40.52060777336472,38.800190856962615,113.43947931632391,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,17.0,0.0,0.0,490.0,13.0,78.0,11137.0,0.0,865.0120000000998,0.0,0.0,1687.9486544132233,,,,,,,,,,,,,,,,,,,,,323.39222528537005,214.556710093188,618.9556204823348,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,17.0,0.0,0.0,558.0,14.0,68.0,11205.0,0.0,750.0020000002,0.0,0.0,1692.7779784202576,,,,,,,,,,,,,,,,,,,,,314.3963172719494,189.10589386548983,541.6287921770446,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,17.0,0.0,0.0,590.0,15.0,32.0,11237.0,0.0,270.00200000009994,0.0,0.0,1695.218456029892,,,,,,,,,,,,,,,,,,,,,108.97589872813222,77.25825259657017,237.50476000716927,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,18.0,0.0,0.0,20.0,1.0,20.0,11257.0,0.0,155.0020000001,0.0,0.0,1735.5884239673615,,,,,,,,,,,,,,,,,,,,,61.431986816604955,48.33718350365623,144.15717438058485,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,18.0,0.0,0.0,39.0,2.0,19.0,11276.0,0.0,130.0030000001,0.0,0.0,1737.1387765407562,,,,,,,,,,,,,,,,,,,,,46.95680258312586,41.588971689074185,122.30425000940006,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,18.0,0.0,0.0,81.0,3.0,42.0,11318.0,0.0,365.0090000002,0.0,0.0,1740.235878944397,,,,,,,,,,,,,,,,,,,,,140.96760941300136,100.39378662713474,308.8915192391306,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,18.0,0.0,0.0,105.0,4.0,24.0,11342.0,0.0,185.00200000019998,0.0,0.0,1742.1960544586182,,,,,,,,,,,,,,,,,,,,,71.33834782190581,57.05537895522174,169.57656214438637,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,18.0,0.0,0.0,149.0,5.0,44.0,11386.0,0.0,425.0030000000999,0.0,0.0,1745.7396447658539,,,,,,,,,,,,,,,,,,,,,183.55197101600234,104.60592736046043,347.7173058111706,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,18.0,0.0,0.0,170.0,6.0,21.0,11407.0,0.0,210.0020000001,0.0,0.0,1747.3997735977173,,,,,,,,,,,,,,,,,,,,,101.24016249730875,58.49068878157587,190.64804633905567,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,18.0,0.0,0.0,192.0,7.0,22.0,11429.0,0.0,170.0020000001,0.0,0.0,1749.1774816513062,,,,,,,,,,,,,,,,,,,,,66.73966686939667,52.27079697932679,156.88815483720472,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,18.0,0.0,0.0,223.0,8.0,31.0,11460.0,0.0,240.00500000000002,0.0,0.0,1751.5080647468567,,,,,,,,,,,,,,,,,,,,,90.25729921787322,71.83998045448128,214.1669063055144,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,18.0,0.0,0.0,258.0,9.0,35.0,11495.0,0.0,350.00100000019995,0.0,0.0,1754.089946269989,,,,,,,,,,,,,,,,,,,,,160.26177184200097,87.45598818387691,296.87816147020163,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,18.0,0.0,0.0,309.0,10.0,51.0,11546.0,0.0,375.00100000019995,0.0,0.0,1758.0528602600098,,,,,,,,,,,,,,,,,,,,,158.99401147036676,73.5482302451061,296.88288298011395,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,18.0,0.0,0.0,348.0,11.0,39.0,11585.0,0.0,390.00200000009994,0.0,0.0,1760.9695205688477,,,,,,,,,,,,,,,,,,,,,176.05946090975874,95.15066640632996,324.58465681342835,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,18.0,0.0,0.0,378.0,12.0,30.0,11615.0,0.0,275.00100000009996,0.0,0.0,1763.2740406990051,,,,,,,,,,,,,,,,,,,,,128.95034795648877,64.10323467224119,238.702924861771,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,18.0,0.0,0.0,399.0,13.0,21.0,11636.0,0.0,170.0020000001,0.0,0.0,1765.0854542255402,,,,,,,,,,,,,,,,,,,,,69.31554540102097,52.26829741074046,157.0158944099854,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,18.0,0.0,0.0,427.0,14.0,28.0,11664.0,0.0,195.00100000019998,0.0,0.0,1767.3009121418,,,,,,,,,,,,,,,,,,,,,75.6763393233035,53.452969900556326,175.56729796936867,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,18.0,0.0,0.0,455.0,15.0,28.0,11692.0,0.0,280.00200000009994,0.0,0.0,1769.6827788352966,,,,,,,,,,,,,,,,,,,,,131.52578987717203,73.33895064445575,245.63108973180985,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,19.0,0.0,0.0,18.0,1.0,18.0,11710.0,0.0,120.00300000010002,0.0,0.0,1810.856420993805,,,,,,,,,,,,,,,,,,,,,42.770833281666185,38.63689142474298,113.43863637313137,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,19.0,0.0,0.0,50.0,2.0,32.0,11742.0,0.0,280.00200000009994,0.0,0.0,1813.271873474121,,,,,,,,,,,,,,,,,,,,,116.28236966325318,78.88581164271932,245.2440825331908,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,19.0,0.0,0.0,100.0,3.0,50.0,11792.0,0.0,500.00200000009994,0.0,0.0,1816.8406302928925,,,,,,,,,,,,,,,,,,,,,217.3598846512694,114.88840103709744,395.27480573178303,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,19.0,0.0,0.0,117.0,4.0,17.0,11809.0,0.0,115.00300000010002,0.0,0.0,1818.3209400177002,,,,,,,,,,,,,,,,,,,,,41.42619559955633,37.496621285653646,109.0510573213893,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,19.0,0.0,0.0,203.0,5.0,86.0,11895.0,0.0,875.0090000000998,0.0,0.0,1824.3625943660736,,,,,,,,,,,,,,,,,,,,,336.146887380059,181.9037277121352,591.8410877305546,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,19.0,0.0,0.0,223.0,6.0,20.0,11915.0,0.0,150.0020000001,0.0,0.0,1826.0775904655457,,,,,,,,,,,,,,,,,,,,,58.15063213582941,46.82050798716753,139.76956926559,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,19.0,0.0,0.0,240.0,7.0,17.0,11932.0,0.0,165.00100000019998,0.0,0.0,1827.4775381088257,,,,,,,,,,,,,,,,,,,,,80.02872245337869,47.99041555658653,152.92537089204606,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,19.0,0.0,0.0,286.0,8.0,46.0,11978.0,0.0,415.00200000009994,0.0,0.0,1831.002516746521,,,,,,,,,,,,,,,,,,,,,168.36422334195632,107.76369883197593,340.9640982452525,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,19.0,0.0,0.0,309.0,9.0,23.0,12001.0,0.0,160.0030000001,0.0,0.0,1832.8089427947998,,,,,,,,,,,,,,,,,,,,,57.943243120564645,49.47552997456941,148.1576303862324,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,19.0,0.0,0.0,328.0,10.0,19.0,12020.0,0.0,130.00400000000002,0.0,0.0,1834.5567841529846,,,,,,,,,,,,,,,,,,,,,46.95771748501418,41.588922573552566,122.30508452307807,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,19.0,0.0,0.0,353.0,11.0,25.0,12045.0,0.0,235.00200000019998,0.0,0.0,1836.567510843277,,,,,,,,,,,,,,,,,,,,,106.53930471912248,65.93240714878826,210.47189274789827,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,19.0,0.0,0.0,379.0,12.0,26.0,12071.0,0.0,215.0040000001,0.0,0.0,1838.839432001114,,,,,,,,,,,,,,,,,,,,,91.35110899886581,60.550882319605954,193.18455723272209,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,19.0,0.0,0.0,395.0,13.0,16.0,12087.0,0.0,105.00200000020001,0.0,0.0,1840.2219746112823,,,,,,,,,,,,,,,,,,,,,37.198767106745734,34.49906850896711,100.05070430618247,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,19.0,0.0,0.0,443.0,14.0,48.0,12135.0,0.0,345.0119999999997,0.0,0.0,1843.671211719513,,,,,,,,,,,,,,,,,,,,,126.26207282923531,85.59669787006618,287.27899499188584,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,19.0,0.0,0.0,490.0,15.0,47.0,12182.0,0.0,370.00200000009994,0.0,0.0,1847.119680404663,,,,,,,,,,,,,,,,,,,,,154.24387873822937,89.06145345507977,300.5125020132648,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,20.0,0.0,0.0,30.0,1.0,30.0,12212.0,0.0,240.00600000000003,0.0,0.0,1886.8085160255432,,,,,,,,,,,,,,,,,,,,,97.61832370570623,67.19674852760046,212.84899281645258,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,20.0,0.0,0.0,60.0,2.0,30.0,12242.0,0.0,260.00100000019995,0.0,0.0,1889.1075551509857,,,,,,,,,,,,,,,,,,,,,107.93820595052703,74.31753007110264,229.91872546973917,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,20.0,0.0,0.0,88.0,3.0,28.0,12270.0,0.0,225.0040000001,0.0,0.0,1891.2896873950958,,,,,,,,,,,,,,,,,,,,,94.64370763856535,61.515007408583045,200.50885036495114,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,20.0,0.0,0.0,121.0,4.0,33.0,12303.0,0.0,320.00200000009994,0.0,0.0,1893.8202698230743,,,,,,,,,,,,,,,,,,,,,148.659179132873,80.62409017832695,273.6812837234866,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,20.0,0.0,0.0,160.0,5.0,39.0,12342.0,0.0,310.0030000000999,0.0,0.0,1896.8885083198547,,,,,,,,,,,,,,,,,,,,,119.52643059164457,86.21234016050285,266.04817380743293,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,20.0,0.0,0.0,221.0,6.0,61.0,12403.0,0.0,420.01400000019964,0.0,0.0,1901.3983886241913,,,,,,,,,,,,,,,,,,,,,143.2600150875992,100.57138569434298,335.9852432290549,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,20.0,0.0,0.0,281.0,7.0,60.0,12463.0,0.0,290.03599999999915,0.0,0.0,1905.9209282398224,,,,,,,,,,,,,,,,,,,,,65.54417277150705,87.16782439097184,253.24191549201578,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,20.0,0.0,0.0,308.0,8.0,27.0,12490.0,0.0,230.0020000001,0.0,0.0,1908.0850222110748,,,,,,,,,,,,,,,,,,,,,95.25286539599887,67.25212414627723,206.3471983264447,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,20.0,0.0,0.0,337.0,9.0,29.0,12519.0,0.0,245.0030000001,0.0,0.0,1910.3729708194733,,,,,,,,,,,,,,,,,,,,,106.03175921355788,64.602038782515,216.41796952340215,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,20.0,0.0,0.0,363.0,10.0,26.0,12545.0,0.0,205.0050000001,0.0,0.0,1912.3935832977295,,,,,,,,,,,,,,,,,,,,,83.92178825392025,59.44169284742689,185.03569197381887,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,20.0,0.0,0.0,406.0,11.0,43.0,12588.0,0.0,385.00299999999993,0.0,0.0,1915.5742285251617,,,,,,,,,,,,,,,,,,,,,156.78918826347797,101.8157684800356,320.7915646936408,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,20.0,0.0,0.0,422.0,12.0,16.0,12604.0,0.0,105.00200000020001,0.0,0.0,1916.9675126075745,,,,,,,,,,,,,,,,,,,,,37.198767106745734,34.49906850896711,100.05070430618247,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,20.0,0.0,0.0,446.0,13.0,24.0,12628.0,0.0,240.00100000019998,0.0,0.0,1918.9869484901428,,,,,,,,,,,,,,,,,,,,,114.42521244505103,64.92987288480155,214.68580708422994,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,20.0,0.0,0.0,479.0,14.0,33.0,12661.0,0.0,290.00100000019995,0.0,0.0,1921.6325645446777,,,,,,,,,,,,,,,,,,,,,120.41818087782747,81.12940840673133,252.7909094045625,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,20.0,0.0,0.0,508.0,15.0,29.0,12690.0,0.0,220.00100000019998,0.0,0.0,1923.9015946388245,,,,,,,,,,,,,,,,,,,,,87.06040600164036,61.36435994461928,196.7206891512366,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,21.0,0.0,0.0,18.0,1.0,18.0,12708.0,0.0,135.00100000019998,0.0,0.0,1958.6349575519562,,,,,,,,,,,,,,,,,,,,,52.71969771768317,42.83838250034363,126.77924687981518,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,21.0,0.0,0.0,43.0,2.0,25.0,12733.0,0.0,195.00200000019998,0.0,0.0,1960.64097905159,,,,,,,,,,,,,,,,,,,,,75.60004576994729,59.674058707475076,177.8807965229425,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,21.0,0.0,0.0,66.0,3.0,23.0,12756.0,0.0,170.0030000001,0.0,0.0,1962.4814829826355,,,,,,,,,,,,,,,,,,,,,63.838804698602324,52.902578281448825,156.88896456507211,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,21.0,0.0,0.0,89.0,4.0,23.0,12779.0,0.0,190.0020000001,0.0,0.0,1964.3128213882446,,,,,,,,,,,,,,,,,,,,,78.03754204341531,57.39943234870151,173.79127811122663,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,21.0,0.0,0.0,148.0,5.0,59.0,12838.0,0.0,415.0080000001998,0.0,0.0,1968.7170095443726,,,,,,,,,,,,,,,,,,,,,144.50030312927896,99.36780233769174,333.0836577312377,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,21.0,0.0,0.0,174.0,6.0,26.0,12864.0,0.0,195.0020000001,0.0,0.0,1970.877981185913,,,,,,,,,,,,,,,,,,,,,77.53243249267477,55.53908480368382,176.60966419394398,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,21.0,0.0,0.0,190.0,7.0,16.0,12880.0,0.0,110.00200000010001,0.0,0.0,1972.2463567256927,,,,,,,,,,,,,,,,,,,,,41.02634427961776,35.35418452639113,104.48261102561729,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,21.0,0.0,0.0,246.0,8.0,56.0,12936.0,0.0,480.0089999999999,0.0,0.0,1976.2476460933685,,,,,,,,,,,,,,,,,,,,,186.31973950396878,119.55509562615889,379.46459179573463,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,21.0,0.0,0.0,273.0,9.0,27.0,12963.0,0.0,225.0020000001,0.0,0.0,1978.3259081840515,,,,,,,,,,,,,,,,,,,,,91.57935779487012,66.31970524377256,202.2985589853384,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,21.0,0.0,0.0,295.0,10.0,22.0,12985.0,0.0,195.0030000001,0.0,0.0,1980.3101975917816,,,,,,,,,,,,,,,,,,,,,87.69204703915274,55.58162941473521,177.48560570857205,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,21.0,0.0,0.0,331.0,11.0,36.0,13021.0,0.0,270.00200000009994,0.0,0.0,1983.099508523941,,,,,,,,,,,,,,,,,,,,,105.74335314609067,70.6625043856857,234.27716451263362,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,21.0,0.0,0.0,372.0,12.0,41.0,13062.0,0.0,310.0070000001,0.0,0.0,1986.1367392539978,,,,,,,,,,,,,,,,,,,,,118.78406775766682,79.99232727974176,263.94498203985506,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,21.0,0.0,0.0,414.0,13.0,42.0,13104.0,0.0,375.00200000009994,0.0,0.0,1989.2282812595367,,,,,,,,,,,,,,,,,,,,,152.88354991812886,99.7879938372189,313.9302111459453,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,21.0,0.0,0.0,489.0,14.0,75.0,13179.0,0.0,670.0090000001001,0.0,0.0,1994.5545451641083,,,,,,,,,,,,,,,,,,,,,248.9289964987077,146.4155973575616,488.1941945717868,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,21.0,0.0,0.0,526.0,15.0,37.0,13216.0,0.0,345.00200000009994,0.0,0.0,1997.3520872592926,,,,,,,,,,,,,,,,,,,,,154.27589621250814,82.89420692573415,290.82820040552724,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,22.0,0.0,0.0,39.0,1.0,39.0,13255.0,0.0,255.01000000020002,0.0,0.0,2035.1616487503052,,,,,,,,,,,,,,,,,,,,,105.44166683667791,61.7990613791083,216.04823225646012,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,22.0,0.0,0.0,55.0,2.0,16.0,13271.0,0.0,105.00300000010002,0.0,0.0,2036.4855687618256,,,,,,,,,,,,,,,,,,,,,37.19964174194176,34.49909445387424,100.05157305190836,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,22.0,0.0,0.0,84.0,3.0,29.0,13300.0,0.0,305.00100000009996,0.0,0.0,2038.6557261943817,,,,,,,,,,,,,,,,,,,,,148.53806772245662,74.9812516240331,264.57066703089646,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,22.0,0.0,0.0,153.0,4.0,69.0,13369.0,0.0,575.0110000000998,0.0,0.0,2043.9707944393158,,,,,,,,,,,,,,,,,,,,,220.42275990853588,119.14594177106919,427.1912077406163,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,22.0,0.0,0.0,180.0,5.0,27.0,13396.0,0.0,220.0020000001,0.0,0.0,2046.1588978767395,,,,,,,,,,,,,,,,,,,,,88.05579979896748,65.19638185275058,198.20902429735222,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,22.0,0.0,0.0,223.0,6.0,43.0,13439.0,0.0,295.0030000000999,0.0,0.0,2049.3920438289642,,,,,,,,,,,,,,,,,,,,,121.56167679583044,64.68458711494233,245.18331209888157,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,22.0,0.0,0.0,263.0,7.0,40.0,13479.0,0.0,380.00200000009994,0.0,0.0,2052.354166984558,,,,,,,,,,,,,,,,,,,,,166.01103796168232,93.4303623917601,316.76523718730004,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,22.0,0.0,0.0,296.0,8.0,33.0,13512.0,0.0,240.0030000001,0.0,0.0,2054.820329427719,,,,,,,,,,,,,,,,,,,,,87.28623790516626,69.6009017507609,213.3318600923182,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,22.0,0.0,0.0,317.0,9.0,21.0,13533.0,0.0,195.0020000001,0.0,0.0,2056.531843185425,,,,,,,,,,,,,,,,,,,,,91.86695274514769,53.411710531637226,177.4847878016353,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,22.0,0.0,0.0,321.0,10.0,4.0,13537.0,0.0,20.0010000001,0.0,0.0,2057.123744249344,,,,,,,,,,,,,,,,,,,,,7.475742525098509,8.254118755510087,19.900980100097026,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,22.0,0.0,0.0,346.0,11.0,25.0,13562.0,0.0,210.0020000001,0.0,0.0,2059.2419714927673,,,,,,,,,,,,,,,,,,,,,86.6859865602192,62.39075760939234,190.23283167681325,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,22.0,0.0,0.0,373.0,12.0,27.0,13589.0,0.0,235.0020000001,0.0,0.0,2061.3486692905426,,,,,,,,,,,,,,,,,,,,,99.07482310630157,67.97259872257297,210.3553512741399,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,22.0,0.0,0.0,405.0,13.0,32.0,13621.0,0.0,275.00200000009994,0.0,0.0,2063.87313914299,,,,,,,,,,,,,,,,,,,,,112.56897457492667,78.16026751076294,241.39386680416501,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,22.0,0.0,0.0,433.0,14.0,28.0,13649.0,0.0,230.0050000001,0.0,0.0,2066.467029809952,,,,,,,,,,,,,,,,,,,,,93.58443114218323,66.44706328896933,205.85995886897842,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,22.0,0.0,0.0,465.0,15.0,32.0,13681.0,0.0,240.0050000001,0.0,0.0,2068.890302658081,,,,,,,,,,,,,,,,,,,,,87.43675861740063,72.43149181895853,214.16690630558764,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,23.0,0.0,0.0,26.0,1.0,26.0,13707.0,0.0,235.0040000001,0.0,0.0,2108.2596459388733,,,,,,,,,,,,,,,,,,,,,102.44331800099908,67.82082379438991,210.4734720402426,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,23.0,0.0,0.0,57.0,2.0,31.0,13738.0,0.0,245.00700000000003,0.0,0.0,2110.7288093566895,,,,,,,,,,,,,,,,,,,,,96.866051460864,70.22435898094486,217.1500242900324,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,23.0,0.0,0.0,92.0,3.0,35.0,13773.0,0.0,275.00200000009994,0.0,0.0,2113.56063914299,,,,,,,,,,,,,,,,,,,,,109.65851308480919,73.88537810298958,239.01163678829965,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,23.0,0.0,0.0,129.0,4.0,37.0,13810.0,0.0,210.01000000010004,0.0,0.0,2116.3866126537323,,,,,,,,,,,,,,,,,,,,,78.33759730616251,49.010555754137016,182.85362524931293,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
